tract_fips,equity_dimension,group_rows,primary_suppressed_cells,complementary_suppressed_cells,total_suppressed_cells,status,rule
25025100100,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100200,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100200,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100200,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100300,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100300,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100300,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100400,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100400,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100400,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100500,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100500,primary_language,7,4,0,4,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100500,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100601,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100601,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100601,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100603,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100603,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100603,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100700,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100700,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100700,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100800,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100800,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100800,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100900,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100900,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025100900,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101001,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101001,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101001,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101002,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101002,primary_language,7,3,0,3,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101002,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101101,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101101,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101101,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101102,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101102,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025101102,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110104,disability_status,3,2,0,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110104,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110104,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110105,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110105,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110105,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110106,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110106,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110106,race_ethnicity,9,7,0,7,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110201,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110201,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110201,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110301,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110301,primary_language,7,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110301,race_ethnicity,9,8,0,8,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110401,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110401,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110401,race_ethnicity,9,6,0,6,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110403,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110403,primary_language,7,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110403,race_ethnicity,9,5,0,5,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
25025110501,disability_status,3,1,1,2,pass,at least two cells are withheld when exactly one primary cell would otherwise be recoverable
